,waitlistFlag,sanctionFlag,contactDetails_address_geoLocationDetails_latitude,contactDetails_address_geoLocationDetails_longitude,Room Size,home,maximumRAD,maximumDAP
548,True,False,-37.9003764,144.9990246,from 14 to 16 sqm,Arcare Brighton,650000.0,111.84
549,True,False,-37.9003764,144.9990246,from 16 to 17.5 sqm,Arcare Brighton,750000.0,129.04
550,True,False,-37.9003764,144.9990246,17.5 sqm,Arcare Brighton,800000.0,137.64
551,True,False,-37.9003764,144.9990246,from 15.5 to 19.5 sqm plus 9 sqm balcony,Arcare Brighton,900000.0,154.85
552,True,False,-37.9003764,144.9990246,28 sqm,Arcare Brighton,1000000.0,172.05
554,True,False,-37.873832,145.017107,22 sqm,Arcare Caulfield,650000.0,111.84
555,True,False,-37.873832,145.017107,21 to 24 sqm,Arcare Caulfield,700000.0,120.44
556,True,False,-37.873832,145.017107,20.5 sqm,Arcare Caulfield,700000.0,120.44
557,True,False,-37.873832,145.017107,22 sqm,Arcare Caulfield,750000.0,129.04
558,True,False,-37.873832,145.017107,20 sqm,Arcare Caulfield,800000.0,137.64
559,True,False,-37.873832,145.017107,20 sqm,Arcare Caulfield,800000.0,137.64
560,True,False,-37.873832,145.017107,20 sqm,Arcare Caulfield,850000.0,146.25
561,True,False,-37.873832,145.017107,24 to 25 sqm,Arcare Caulfield,950000.0,163.45
562,True,False,-37.873832,145.017107,23 to 24 sqm,Arcare Caulfield,950000.0,163.45
563,True,False,-37.873832,145.017107,28 sqm,Arcare Caulfield,1000000.0,172.05
564,True,False,-37.873832,145.017107,20 sqm,Arcare Caulfield,750000.0,129.04
565,True,False,-37.5840804,144.9064788,23 sqm,Arcare Craigieburn,550000.0,94.63
566,True,False,-37.5840804,144.9064788,20 to 21 sqm,Arcare Craigieburn,450000.0,77.42
567,True,False,-37.5840804,144.9064788,20 sqm,Arcare Craigieburn,350000.0,60.22
568,True,False,-37.7011063,144.759266,18 sqm,Arcare Delbridge,300000.0,51.62
569,True,False,-37.7011063,144.759266,18 sqm,Arcare Delbridge,350000.0,60.22
570,True,False,-37.7011063,144.759266,18 sqm,Arcare Delbridge,375000.0,64.52
571,True,False,-37.6484428,145.0651095,22.5 sqm,Arcare Greenhill,385000.0,66.24
572,True,False,-37.6484428,145.0651095,17 to 20 sqm,Arcare Greenhill,350000.0,60.22
573,True,False,-37.6484428,145.0651095,17 to 22.5 sqm,Arcare Greenhill,350000.0,60.22
574,True,False,-37.7779767,144.8761356,28.5 sqm,Arcare Hampstead,450000.0,77.42
575,True,False,-37.7779767,144.8761356,18 sqm,Arcare Hampstead,375000.0,64.52
576,True,False,-37.7779767,144.8761356,18 sqm,Arcare Hampstead,330000.0,56.78
578,True,False,-37.7779767,144.8761356,18 sqm,Arcare Hampstead,300000.0,51.62
579,True,False,-37.7779767,144.8761356,18 sqm,Arcare Hampstead,350000.0,60.22
580,True,False,-27.9236845,153.3331044,20 sqm,Arcare Helensvale,400000.0,68.82
581,True,False,-27.9236845,153.3331044,20 sqm,Arcare Helensvale,500000.0,86.03
582,True,False,-27.8789682,153.3669079,20 to 21 sqm,Arcare Hope Island,350000.0,60.22
583,True,False,-27.8789682,153.3669079,21 to 22 sqm,Arcare Hope Island,625000.0,107.53
584,True,False,-27.8789682,153.3669079,20 sqm,Arcare Hope Island,450000.0,77.42
585,True,False,-27.8789682,153.3669079,21 to 22 sqm,Arcare Hope Island,600000.0,103.23
586,True,False,-27.8789682,153.3669079,21 to 22 sqm,Arcare Hope Island,575000.0,98.93
587,True,False,-27.8789682,153.3669079,32.5sqm to 34sqm,Arcare Hope Island,750000.0,129.04
590,True,False,-37.8720115,145.2421322,17 sqm,Arcare Knox,450000.0,77.42
591,True,False,-37.8720115,145.2421322,17 sqm,Arcare Knox,450000.0,77.42
592,True,False,-37.8720115,145.2421322,26 sqm,Arcare Knox,500000.0,86.03
593,True,False,-37.8720115,145.2421322,29-38.5 sqm,Arcare Knox,850000.0,146.25
594,True,False,-37.8720115,145.2421322,29-32.5 sqm,Arcare Knox,750000.0,129.04
595,True,False,-37.8720115,145.2421322,27.5sqm,Arcare Knox,650000.0,111.84
596,True,False,-37.8720115,145.2421322,38sqm,Arcare Knox,850000.0,146.25
597,True,False,-37.8990795,145.0615868,17 to 18 sqm,Arcare Lauriston,450000.0,77.42
598,True,False,-37.8990795,145.0615868,17  to 18 sqm,Arcare Lauriston,450000.0,77.42
599,True,False,-37.8990795,145.0615868,24 sqm,Arcare Lauriston,485000.0,83.45
602,True,False,-27.6397572,153.1227875,16 sqm,Arcare Logan,450000.0,77.42
603,True,False,-27.6397572,153.1227875,16m sqm,Arcare Logan,400000.0,68.82
604,True,False,-27.6397572,153.1227875,16 sqm,Arcare Logan,350000.0,60.22
606,True,False,-27.6397572,153.1227875,16 to 17.5 sqm,Arcare Logan,450000.0,77.42
607,True,False,-26.6668096,153.0837601,29 to 32 sqm,Arcare Maroochydore,550000.0,94.63
608,True,False,-26.6668096,153.0837601,24 to 27.5 sqm,Arcare Maroochydore,500000.0,86.03
609,True,False,-26.6668096,153.0837601,20 to 23 sqm,Arcare Maroochydore,400000.0,68.82
610,True,False,-26.6668096,153.0837601,20 sqm,Arcare Maroochydore,300000.0,51.62
611,True,False,-26.6668096,153.0837601,24 to 27.5 sqm,Arcare Maroochydore,450000.0,77.42
612,True,False,-37.871841,145.063936,21.5 sqm,Arcare Nirvana,650000.0,111.84
613,True,False,-37.871841,145.063936,35 - 39 sqm,Arcare Nirvana,1350000.0,232.27
614,True,False,-37.871841,145.063936,20 to 25 sqm,Arcare Nirvana,850000.0,146.25
615,True,False,-37.871841,145.063936,20 to 27 sqm,Arcare Nirvana,950000.0,163.45
616,True,False,-37.871841,145.063936,35 - 39 sqm,Arcare Nirvana,1250000.0,215.07
617,True,True,-37.6970841,144.7672343,18 sqm,Arcare Overton Lea,300000.0,51.62
618,True,True,-37.6970841,144.7672343,18 sqm,Arcare Overton Lea,330000.0,56.78
619,True,True,-37.6970841,144.7672343,18 sqm,Arcare Overton Lea,330000.0,56.78
620,True,True,-37.6970841,144.7672343,18 sqm,Arcare Overton Lea,350000.0,60.22
621,True,True,-37.6970841,144.7672343,18 to 22 sqm,Arcare Overton Lea,425000.0,73.12
622,True,True,-37.6970841,144.7672343,28 to 30 sqm,Arcare Overton Lea,500000.0,86.03
623,True,False,-26.4991657,153.0773192,18 to 25 sqm,Arcare Peregian,550000.0,94.63
624,True,False,-26.4991657,153.0773192,25 sqm,Arcare Peregian,650000.0,111.84
625,True,False,-26.4991657,153.0773192,22 sqm,Arcare Peregian,600000.0,103.23
626,True,False,-26.4991657,153.0773192,18sqm to 22sqm,Arcare Peregian,450000.0,77.42
627,True,False,-26.4991657,153.0773192,18sqm to 23 sqm,Arcare Peregian,500000.0,86.03
628,True,False,-26.4991657,153.0773192, 18sqm to 22sqm,Arcare Peregian,400000.0,68.82
629,True,False,-26.4991657,153.0773192,18 sqm,Arcare Peregian,325000.0,55.92
631,True,False,,,13 to 15 sqm,Arcare Portarlington,400000.0,68.82
632,True,False,,,13 sqm,Arcare Portarlington,250000.0,43.01
633,True,False,,,13 to 15 sqm,Arcare Portarlington,350000.0,60.22
634,True,False,-27.8605716,153.3547012,17 sqm,Arcare Regency,325000.0,55.92
635,True,False,-27.8605716,153.3547012,17 sqm,Arcare Regency,350000.0,60.22
636,True,False,-27.8605716,153.3547012,23.5 sqm,Arcare Regency,400000.0,68.82
637,True,False,-27.8605716,153.3547012,23.5 sqm,Arcare Regency,500000.0,86.03
638,True,False,-27.8605716,153.3547012,27 sqm,Arcare Regency,650000.0,111.84
639,True,False,-27.8605716,153.3547012,29.5 sqm,Arcare Regency,750000.0,129.04
640,True,False,-37.967672,145.076273,18 sqm,Arcare Sandfield,500000.0,86.03
641,True,False,-37.967672,145.076273,18 sqm,Arcare Sandfield,550000.0,94.63
642,True,False,-37.967672,145.076273,18 sqm,Arcare Sandfield,450000.0,77.42
644,True,False,-27.9010976,153.320039,18 sqm,Arcare St James,350000.0,60.22
645,True,False,-27.9010976,153.320039,16 sqm,Arcare St James,350000.0,60.22
646,True,False,-27.9010976,153.320039,16 sqm,Arcare St James,400000.0,68.82
647,True,False,-27.9010976,153.320039,16 sqm,Arcare St James,400000.0,68.82
648,True,False,-27.5764803,153.0879867,16 to 18 sqm,Arcare Warrigal,450000.0,77.42
649,True,False,-27.5764803,153.0879867,15 to 16 sqm,Arcare Warrigal,450000.0,77.42
650,True,False,-27.5764803,153.0879867,16 to 18 sqm,Arcare Warrigal,500000.0,86.03
651,True,False,-27.5764803,153.0879867,15 to 18 sqm,Arcare Warrigal,400000.0,68.82
652,True,False,-27.5764803,153.0879867,18 sqm,Arcare Warrigal,500000.0,86.03
654,True,False,-37.7568851,144.7503126,17 sqm,Arcare Westwood,375000.0,64.52
655,True,False,-37.7568851,144.7503126,17.5 sqm,Arcare Westwood,350000.0,60.22
656,True,False,-37.7568851,144.7503126,Minimum 17.5 sqm,Arcare Westwood,330000.0,56.78
657,True,False,-37.7568851,144.7503126,17.5 sqm,Arcare Westwood,300000.0,51.62
658,True,False,-31.958513,115.8752,17.5 sqm,Archbishop Goody Hostel,300000.0,51.62
659,False,False,-33.7807176,151.1766942,17.5 sqm,Archbold House Hostel,300000.0,51.62
660,True,False,-36.3811855,141.246061,17.5 sqm,Archie Gray Nursing Home Unit,300000.0,51.62
661,True,False,-37.7644619,144.9120431,10.7m2 to 12.50 m2,Ardmillan Place,350000.0,60.22
663,True,False,-37.7644619,144.9120431,13.5 m2 to 19.60 m2,Ardmillan Place,350000.0,60.22
664,True,False,-37.7644619,144.9120431,16.76 m2 to 25.60 m2,Ardmillan Place,400000.0,68.82
667,True,False,-37.7644619,144.9120431,16.76 m2 to 20.00 m2,Ardmillan Place,450000.0,77.42
669,True,False,-37.7644619,144.9120431,10.7m2 to 18.76 m2,Ardmillan Place,300000.0,51.62
671,True,False,-37.7644619,144.9120431,16.4m2 to 26.8m2,Ardmillan Place,450000.0,77.42
673,False,False,-34.4264527,137.9175992,23.01,Ardrossan Community Hostel,350000.0,60.22
674,False,False,-33.93044,151.035712,40m2,Ark Health Care Bankstown,550000.0,94.63
685,True,False,-37.754723,145.002222,Average 14 Square Metres,Arlington Aged Care Facility,300000.0,51.62
688,True,False,-37.8470892,145.2289611,20-22 m2,Arpad Aged Care,400000.0,68.82
689,True,False,-37.8470892,145.2289611,13m2,Arpad Aged Care,350000.0,60.22
691,True,False,-37.8470892,145.2289611,17-18m2,Arpad Aged Care,400000.0,68.82
692,True,False,-37.8470892,145.2289611,17-19m2,Arpad Aged Care,400000.0,68.82
693,False,False,-33.8053548,151.059557,Approximately 23m2,Arrunga,505000.0,86.89
694,False,False,-33.8053548,151.059557,Approximately 22m2,Arrunga,505000.0,86.89
695,True,False,-31.9634679,141.4524694,12,Aruma Lodge,220000.0,37.85
697,True,False,-33.280342,149.113234,34m2,Ascott Gardens,320000.0,55.06
699,True,False,-33.280342,149.113234,34m2,Ascott Gardens,320000.0,55.06
701,True,False,-33.836805,151.1259,45m2,Ashburn House Aged Care Facility,550000.0,94.63
702,True,False,-33.836805,151.1259,28m2,Ashburn House Aged Care Facility,400000.0,68.82
708,True,False,-33.836805,151.1259,Range from 45m2 to 48m2,Ashburn House Aged Care Facility,550000.0,94.63
709,True,False,-33.836805,151.1259,Range from 36m2 to 45m2,Ashburn House Aged Care Facility,550000.0,94.63
710,True,False,-33.836805,151.1259,24m2,Ashburn House Aged Care Facility,450000.0,77.42
711,True,False,-33.836805,151.1259,Range from 32m2 to 36m2,Ashburn House Aged Care Facility,500000.0,86.03
713,True,False,-33.836805,151.1259,45m2,Ashburn House Aged Care Facility,550000.0,94.63
714,True,True,-38.1052253,147.0852761,9.72 m2 to 17.11 m2.  Subject to availability.,Ashleigh House Hostel,400000.0,68.82
715,True,True,-38.1052253,147.0852761,9.72 m2 to 17.11 m2.  Subject to availability.,Ashleigh House Hostel,350000.0,60.22
722,False,True,-34.8996209,138.5769592,19,Ashman Grove Aged Care Hostel,480000.0,82.59
725,False,True,-34.8996209,138.5769592,19.5,Ashman Grove Aged Care Hostel,380000.0,65.38
726,True,True,-27.981933,153.3787322,47.9,Ashmore Retreat,545000.0,93.77
727,True,True,-27.981933,153.3787322,39.4,Ashmore Retreat,425000.0,73.12
728,True,True,-27.981933,153.3787322,32.2,Ashmore Retreat,375000.0,64.52
735,True,False,-33.805026,150.95792,The rooms are 5.6m x 3.6m,Ashwood Residential Care Service,350000.0,60.22
736,True,False,-33.805026,150.95792,The rooms are 6.7m x 3.4m,Ashwood Residential Care Service,450000.0,77.42
737,True,False,-33.805026,150.95792,The rooms are 6.5m x 3.8m,Ashwood Residential Care Service,500000.0,86.03
738,False,False,-27.355013,153.0382191,The rooms are 6.5m x 3.8m,Ashworth House Nursing Home,500000.0,86.03
739,True,False,,,27.4,Assisi Centre Aged Care,700000.0,120.44
740,True,False,,,Rooms vary from 14 to 18 sq.,Assisi Centre Aged Care,550000.0,94.63
745,True,False,-37.827452,145.051907,11.7,Auburn House,295000.0,50.76
746,True,False,-37.827452,145.051907,11.7,Auburn House,295000.0,50.76
747,True,False,-37.827452,145.051907,12.5,Auburn House,295000.0,50.76
752,True,False,-37.827452,145.051907,12.5,Auburn House,295000.0,50.76
753,True,False,-37.827452,145.051907,12.5,Auburn House,295000.0,50.76
754,True,False,-37.827452,145.051907,11.7,Auburn House,295000.0,50.76
755,True,False,-37.827452,145.051907,12.5,Auburn House,295000.0,50.76
756,True,False,-37.827452,145.051907,12.3,Auburn House,295000.0,50.76
757,True,False,-37.827452,145.051907,12.3,Auburn House,295000.0,50.76
758,True,False,-37.827452,145.051907,12.7,Auburn House,295000.0,50.76
759,True,False,-37.827452,145.051907,12.7,Auburn House,295000.0,50.76
766,True,False,-37.827452,145.051907,11.7,Auburn House,295000.0,50.76
775,False,False,-37.7599412,144.9389694,16-20m2,Aurrum Brunswick,550000.0,94.63
787,False,False,-33.775216,151.27131,10.26,Austral House Aged Care Facility,400000.0,68.82
794,False,False,-33.775216,151.27131,10.22,Austral House Aged Care Facility,400000.0,68.82
795,False,False,-33.775216,151.27131,10.28,Austral House Aged Care Facility,550000.0,94.63
797,False,False,-33.775216,151.27131,10.19,Austral House Aged Care Facility,550000.0,94.63
798,False,False,-30.5038334,151.6583704,10.19,Autumn Lodge Butler Street,550000.0,94.63
799,False,False,-30.503363,151.660391,15.31,Autumn Lodge Glass Street,394000.0,67.79
800,False,False,-30.503363,151.660391,14.85,Autumn Lodge Glass Street,394000.0,67.79
802,False,False,-30.7121463,152.9199772,18,Autumn Lodge Hostel,400000.0,68.82
806,False,False,-30.7121463,152.9199772,18,Autumn Lodge Nursing Home,400000.0,68.82
829,True,False,-37.0922539,143.4677419,From 13.6 - 15.26,Avoca Hostel,325000.0,55.92
832,True,False,-37.0922539,143.4677419,16.6,Avoca Nursing Home,325000.0,55.92
833,True,False,-37.0922539,143.4677419,13.6 sm,Avoca Nursing Home,325000.0,55.92
834,True,False,,,21m2 - 24m2,Avondale House,550000.0,94.63
835,True,False,,,18m2 - 19m2,Avondale House,365000.0,62.8
837,True,False,,,15m2 - 16m2,Avondale House,315000.0,54.2
838,True,False,,,15m2 - 17m2,Avondale House,315000.0,54.2
840,True,False,,,17m2 - 18m2,Avondale House,365000.0,62.8
841,True,False,,,17m2 - 18m2,Avondale House,315000.0,54.2
842,True,False,,,22,Avondale House,550000.0,94.63
843,True,False,,,19,Avondale House,365000.0,62.8
844,False,False,-38.0895039,145.1821248,Rooms are 11.7m2 plus en-suite measuring 4.1m2,Avondrust Lodge,350000.0,60.22
845,False,False,-38.0895039,145.1821248,Rooms are 13.1m2 plus en-suite measuring 3.5m2,Avondrust Lodge,300000.0,51.62
846,False,False,-37.9767011,145.0546127,13,Avonlea Grange Hostel,420000.0,72.26
847,False,False,-37.9767011,145.0546127,12,Avonlea Grange Hostel,350000.0,60.22
848,False,False,-37.9767011,145.0546127,12,Avonlea Grange Hostel,380000.0,65.38
851,False,False,-37.8327748,147.6060035,17 m2,Bairnsdale Regional Health Service,360000.0,61.94
852,False,False,-34.1450172,138.4140631,18,Balaklava Millcourt Homes,350000.0,60.22
853,False,False,-34.1450172,138.4140631,15,Balaklava Millcourt Homes,250000.0,43.01
856,False,True,-31.893793,116.7697758,18.72,Balladong Lodge,400000.0,68.82
857,False,True,-31.893793,116.7697758,15.3,Balladong Lodge,406000.0,69.85
858,False,False,-37.5999532,144.2217651,12.25,Ballan Hostel,400000.0,68.82
862,False,False,-37.5991809,144.2226728,12.2,Ballan Nursing Home,400000.0,68.82
865,True,False,-38.2017483,144.344571,14,Balmoral Grove,370000.0,63.66
867,True,False,-38.2017483,144.344571,16,Balmoral Grove,470000.0,80.87
872,True,False,-38.459725,145.238606,45.74,Banfields Aged Care,750000.0,129.04
873,True,False,-38.459725,145.238606,22.68,Banfields Aged Care,450000.0,77.42
875,True,False,-28.1919811,153.4936814,28,Bangalor Retreat,295000.0,50.76
877,False,False,-33.9562902,151.0683671,Approximately 17m2,Banks Lodge,458000.0,78.8
878,False,False,-33.9562902,151.0683671,Approximately 26m2,Banks Lodge,458000.0,78.8
879,False,False,-33.9562902,151.0683671,Approximately 19m2,Banks Lodge,458000.0,78.8
884,False,False,-33.904383,151.05058,9-20m2,Bankstown (Multicultural) Aged Care Facility,330000.0,56.78
885,False,False,-33.904383,151.05058,14-17,Bankstown (Multicultural) Aged Care Facility,380000.0,65.38
886,False,False,-33.904383,151.05058,18-24,Bankstown (Multicultural) Aged Care Facility,290000.0,49.9
889,False,False,-33.904383,151.05058,18-24,Bankstown (Multicultural) Aged Care Facility,290000.0,49.9
890,False,False,-33.904383,151.05058,18-24,Bankstown (Multicultural) Aged Care Facility,380000.0,65.38
892,False,False,-31.9636848,152.5823798,18.5,Banyula Lodge,250000.0,43.01
893,False,False,-31.9636848,152.5823798,18.4,Banyula Lodge,250000.0,43.01
894,True,False,-37.8217184,145.0626288,Approx. 21.5 m2,Baptcare - Hedley Sutton Community,550000.0,94.63
895,True,False,-37.8217184,145.0626288,Approx. 21.5 m2,Baptcare - Hedley Sutton Community,700000.0,120.44
896,True,False,-37.8217184,145.0626288,Approx. 21.5 m2,Baptcare - Hedley Sutton Community,900000.0,154.85
897,True,False,-37.8217184,145.0626288,Approx. 24.0 m2,Baptcare - Hedley Sutton Community,1100000.0,189.26
899,True,False,-37.8015789,145.0321709,Approx. 18 m2,Baptcare - Karana Community,550000.0,94.63
900,True,False,-37.8015789,145.0321709,Approx. 22.5 m',Baptcare - Karana Community,750000.0,129.04
902,True,False,-35.7261048,143.9157075,Approx. 14.5 m2,Baptcare - Northaven Community,350000.0,60.22
904,True,False,,,Approx. 16.5 m2,Baptcare - St Hilary's Community,350000.0,60.22
905,True,False,,,16.5 m2,Baptcare - St Hilary's Community,0.0,0.0
906,True,True,,,Approx. 19 m2,Baptcare - Strathalan Community,550000.0,94.63
908,True,True,,,Approx. 19.5 m2,Baptcare - Strathalan Community,700000.0,120.44
910,True,True,,,18m2,Baptcare - Strathalan Community,0.0,0.0
911,True,True,,,18 sqm2,Baptcare - Strathalan Community,300000.0,51.62
912,True,True,,,18m2,Baptcare - Strathalan Community,550000.0,94.63
913,True,False,,,Approx. 18.3 m2,Baptcare - Westhaven Community,800000.0,137.64
914,True,False,,,Approx. 18.5 m',Baptcare - Westhaven Community,550000.0,94.63
916,True,False,-41.1823588,146.3374888,Approx. 18 m2,Baptcare Karingal Community Care,350000.0,60.22
918,False,False,,,Approx. 17.5 m2,Baptcare Peninsula View Community,550000.0,94.63
919,False,False,,,Approx. 17.5 m2,Baptcare Peninsula View Community,700000.0,120.44
920,True,False,-37.9063386,144.6527403,Approx. 15m2,Baptcare Wyndham Lodge Community,550000.0,94.63
921,True,False,-37.9063386,144.6527403,Approx. 19.3 m2,Baptcare Wyndham Lodge Community,550000.0,94.63
922,True,False,-37.9063386,144.6527403,Approx. 18.5 m2,Baptcare Wyndham Lodge Community,0.0,0.0
923,True,False,-37.9063386,144.6527403,Approx. 18.5 m2,Baptcare Wyndham Lodge Community,450000.0,77.42
924,True,False,-37.9063386,144.6527403,Approx. 18.5 m2,Baptcare Wyndham Lodge Community,300000.0,51.62
925,True,False,-38.1776558,145.1477365,Approx 15 - 16 sq metres,Baptist Village Baxter Hostel,400000.0,68.82
926,True,False,-38.1776558,145.1477365,Approx range 17 - 18.4 sq metres,Baptist Village Baxter Hostel,400000.0,68.82
927,True,False,-38.1776558,145.1477365,20,Baptist Village Baxter Hostel,400000.0,68.82
929,True,False,-38.1776558,145.1477365,16.8,Baptist Village Baxter Manor,400000.0,68.82
